last_name,first_name,email,teacher_code,faculty,department,address,phone,note
Le Huu,Thien,Danielle_Peterson@hcmut.edu.vn,1940194,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,534-221-4765,
Nguyen Van,Hao,Margaret_Ball@hcmut.edu.vn,1940195,Game development,FTE,Cau Giay Ha Noi Viet Nam,474-846-6075,
Dao Dinh,Thien,Dean_Johnson@hcmut.edu.vn,1940196,Data engineer,FME,Cau Giay Ha Noi Viet Nam,332-364-1451,
Vo Que,Hao,Patrick_Lane@hcmut.edu.vn,1940197,System engineer,FCE,Cau Giay Ha Noi Viet Nam,622-022-8950,
Duong,Hai,Kathryn_Alexander@hcmut.edu.vn,1940198,System engineer,FCE,Cau Giay Ha Noi Viet Nam,346-743-0434,
Nguyen Van,Hao,Michael_Rivera@hcmut.edu.vn,1940199,Web development,FTE,Cau Giay Ha Noi Viet Nam,480-031-8659,
Tran Van,Duy,Megan_Stewart@hcmut.edu.vn,1940200,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,461-482-7178,
Tran Van,Thang,Gina_Moore@hcmut.edu.vn,1940201,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,906-285-3121,
Vu Van,Thien,Ariana_Poole@hcmut.edu.vn,1940202,Game development,FME,Cau Giay Ha Noi Viet Nam,681-175-3261,
Trinh Van,Quy,Malik_Smith@hcmut.edu.vn,1940203,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,437-533-6718,
Le Van,Hau,Teresa_Brown@hcmut.edu.vn,1940204,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,519-886-0239,
Vo Que,Thanh,Ashley_Villegas@hcmut.edu.vn,1940205,System engineer,SIM,Cau Giay Ha Noi Viet Nam,168-603-0644,
Duong,Tham,Greg_Berger@hcmut.edu.vn,1940206,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,858-426-2517,
Duong,Thien,William_Sexton@hcmut.edu.vn,1940207,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,557-076-9870,
Vo Que,Thanh,Linda_Beck@hcmut.edu.vn,1940208,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,947-475-8503,
Le Huu,Ngoc,Kevin_Rivera@hcmut.edu.vn,1940209,Game development,FCE,Cau Giay Ha Noi Viet Nam,377-327-4450,
Le Van,Ngoc,Diamond_Holmes@hcmut.edu.vn,1940210,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,451-171-2774,
Nguyen Duc,Son,Gary_Hughes@hcmut.edu.vn,1940211,Game development,SIM,Cau Giay Ha Noi Viet Nam,179-582-6237,
Tran Van,Hau,Charles_Munoz@hcmut.edu.vn,1940212,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,523-100-8041,
Nguyen Duc,Hau,Haley_Black@hcmut.edu.vn,1940213,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,885-673-0681,
Trinh Van,Thang,Emily_Hayes@hcmut.edu.vn,1940214,Game development,FCE,Cau Giay Ha Noi Viet Nam,170-644-9122,
Dao Van,Linh,Rebecca_Murphy@hcmut.edu.vn,1940215,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,798-108-7612,
Vu Van,Linh,Katie_Lewis@hcmut.edu.vn,1940216,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,383-724-2702,
Le Huu,Tham,Barbara_Sullivan@hcmut.edu.vn,1940217,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,765-067-9575,
Dao Van,Hai,Dr._Michael_Thomas@hcmut.edu.vn,1940218,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,462-500-7153,
Le Huu,Tham,Juan_Merritt@hcmut.edu.vn,1940219,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,456-865-2138,
Tran Van,Thanh,John_Mason@hcmut.edu.vn,1940220,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,738-108-6869,
Bui Quang,Hau,Victoria_Ramos@hcmut.edu.vn,1940221,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,951-582-9288,
Bui Quang,Linh,Jody_Hale@hcmut.edu.vn,1940222,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,956-440-7787,
Nguyen Duc,Tham,Judy_Holmes@hcmut.edu.vn,1940223,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,639-252-8505,
Bui Quang,Tham,Cindy_King@hcmut.edu.vn,1940224,Web development,FCE,Cau Giay Ha Noi Viet Nam,641-203-1322,
Vo Que,Hai,Jared_Collins@hcmut.edu.vn,1940225,Web development,SIM,Cau Giay Ha Noi Viet Nam,960-808-0929,
Bui Quang,Thien,Rhonda_Travis@hcmut.edu.vn,1940226,Data engineer,FME,Cau Giay Ha Noi Viet Nam,318-751-1949,
Dao Van,Tham,Max_Holmes@hcmut.edu.vn,1940227,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,913-538-8849,
Vu Van,Hau,Brandi_James@hcmut.edu.vn,1940228,Game development,FME,Cau Giay Ha Noi Viet Nam,310-581-8353,
Nguyen Van,Huy,Melissa_Cox@hcmut.edu.vn,1940229,UI-UX,FME,Cau Giay Ha Noi Viet Nam,900-304-3033,
Dao Dinh,Huy,Adam_Jones@hcmut.edu.vn,1940230,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,262-327-7367,
Vo Que,Linh,Anthony_Park@hcmut.edu.vn,1940231,UI-UX,FCE,Cau Giay Ha Noi Viet Nam,726-545-6973,
Dao Dinh,Thien,Nicole_Myers@hcmut.edu.vn,1940232,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,223-552-0115,
Trinh Van,Thanh,Amy_Snyder@hcmut.edu.vn,1940233,Game development,FCE,Cau Giay Ha Noi Viet Nam,590-241-3135,
Vo Ngoc,Thang,Samantha_Abbott@hcmut.edu.vn,1940234,System engineer,FTE,Cau Giay Ha Noi Viet Nam,563-117-9165,
Tran Van,Thanh,Daniel_Johnson@hcmut.edu.vn,1940235,System engineer,CSE,Cau Giay Ha Noi Viet Nam,357-016-2136,
Trinh Van,Hau,Adam_Cunningham@hcmut.edu.vn,1940236,System engineer,FCE,Cau Giay Ha Noi Viet Nam,991-642-6546,
Le Huu,Thang,Scott_Payne@hcmut.edu.vn,1940237,Game development,CSE,Cau Giay Ha Noi Viet Nam,930-143-7911,
Duong,Ngoc,Keith_Rodriguez@hcmut.edu.vn,1940238,Game development,FME,Cau Giay Ha Noi Viet Nam,352-867-7671,
Vu Van,Hau,Megan_Butler@hcmut.edu.vn,1940239,Web development,CSE,Cau Giay Ha Noi Viet Nam,641-740-3162,
Vo Que,Huy,Mark_Greene@hcmut.edu.vn,1940240,System engineer,FCE,Cau Giay Ha Noi Viet Nam,475-715-9383,
Duong,Quy,Robert_Jackson@hcmut.edu.vn,1940241,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,508-481-5484,
Nguyen Duc,Son,William_Sparks@hcmut.edu.vn,1940242,Game development,CSE,Cau Giay Ha Noi Viet Nam,952-640-4740,
Dao Van,Hao,John_Smith@hcmut.edu.vn,1940243,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,842-215-2010,
Bui Quang,Hao,Michael_Davila@hcmut.edu.vn,1940244,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,330-125-2812,
Tran Van,Thien,Alicia_Lindsey@hcmut.edu.vn,1940245,Web development,CHE,Cau Giay Ha Noi Viet Nam,280-621-1052,
Le Van,Hau,Michelle_Hunt@hcmut.edu.vn,1940246,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,698-707-1303,
Dao Van,Thien,Sheila_Thomas@hcmut.edu.vn,1940247,Web development,D-DT,Cau Giay Ha Noi Viet Nam,961-803-8770,
Trinh Van,Tham,Melissa_Lee@hcmut.edu.vn,1940248,Game development,CHE,Cau Giay Ha Noi Viet Nam,623-653-7073,
Vo Ngoc,Tham,Austin_Flores@hcmut.edu.vn,1940249,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,217-064-8309,
Bui Quang,Duy,Teresa_Johnson@hcmut.edu.vn,1940250,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,795-300-6234,
Dao Van,Son,Shannon_Ryan@hcmut.edu.vn,1940251,UI-UX,FTE,Cau Giay Ha Noi Viet Nam,705-687-3611,
Vo Que,Hai,Justin_Reid@hcmut.edu.vn,1940252,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,633-573-2777,
Bui Quang,Quy,Dorothy_Burton@hcmut.edu.vn,1940253,System engineer,FCE,Cau Giay Ha Noi Viet Nam,201-112-4931,
Vo Ngoc,Hau,Tammy_Anderson@hcmut.edu.vn,1940254,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,561-585-9733,
Duong,Ngoc,Michael_Perry@hcmut.edu.vn,1940255,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,112-873-5867,
Dao Dinh,Ngoc,Hannah_Moon@hcmut.edu.vn,1940256,Web development,CSE,Cau Giay Ha Noi Viet Nam,706-680-8777,
Bui Quang,Duy,Scott_Woods@hcmut.edu.vn,1940257,Web development,FCE,Cau Giay Ha Noi Viet Nam,214-164-9393,
Nguyen Duc,Quy,Eric_Tucker@hcmut.edu.vn,1940258,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,507-160-3867,
Dao Dinh,Ngoc,Fernando_Hobbs@hcmut.edu.vn,1940259,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,345-488-3417,
Nguyen Van,Son,Veronica_King@hcmut.edu.vn,1940260,Web development,FME,Cau Giay Ha Noi Viet Nam,843-681-0714,
Vo Que,Hao,Teresa_Washington_DVM@hcmut.edu.vn,1940261,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,367-575-4029,
Vo Ngoc,Thang,Derrick_Davis@hcmut.edu.vn,1940262,Web development,FTE,Cau Giay Ha Noi Viet Nam,272-884-4433,
Tran Van,Tham,Amy_Conrad@hcmut.edu.vn,1940263,System engineer,FME,Cau Giay Ha Noi Viet Nam,953-211-0105,
Trinh Van,Hau,Carrie_Wilson@hcmut.edu.vn,1940264,Data engineer,FME,Cau Giay Ha Noi Viet Nam,120-317-2790,
Nguyen Duc,Thang,Shelly_Goodwin@hcmut.edu.vn,1940265,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,272-441-3231,
Le Van,Linh,Rebecca_White@hcmut.edu.vn,1940266,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,580-306-7967,
Duong,Thien,Christopher_Fox@hcmut.edu.vn,1940267,Web development,FME,Cau Giay Ha Noi Viet Nam,675-718-0035,
Trinh Van,Hai,Cody_Robinson@hcmut.edu.vn,1940268,Web development,FME,Cau Giay Ha Noi Viet Nam,275-212-0748,
Vu Van,Ngoc,Andrew_Thompson@hcmut.edu.vn,1940269,Game development,FTE,Cau Giay Ha Noi Viet Nam,579-864-7644,
Trinh Van,Ngoc,Kelly_Rivera@hcmut.edu.vn,1940270,Web development,FTE,Cau Giay Ha Noi Viet Nam,535-467-0119,
Trinh Van,Hai,Dawn_Perry@hcmut.edu.vn,1940271,Web development,CSE,Cau Giay Ha Noi Viet Nam,943-738-2915,
Nguyen Van,Thang,Kiara_Parker@hcmut.edu.vn,1940272,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,445-210-1644,
Tran Van,Linh,Kenneth_Wade@hcmut.edu.vn,1940273,System engineer,SIM,Cau Giay Ha Noi Viet Nam,205-384-1449,
Le Van,Thanh,Patricia_Vasquez@hcmut.edu.vn,1940274,Web development,FCE,Cau Giay Ha Noi Viet Nam,277-783-3602,
Tran Van,Thanh,Sandra_Nunez@hcmut.edu.vn,1940275,Game development,FME,Cau Giay Ha Noi Viet Nam,313-374-6785,
Bui Quang,Tham,David_Woods@hcmut.edu.vn,1940276,Game development,CSE,Cau Giay Ha Noi Viet Nam,613-424-1043,
Vo Ngoc,Thien,Eric_Larsen@hcmut.edu.vn,1940277,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,626-617-7988,
Le Van,Thang,Joseph_Banks@hcmut.edu.vn,1940278,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,394-261-8977,
Trinh Van,Thien,Gregory_Gibson@hcmut.edu.vn,1940279,System engineer,FCE,Cau Giay Ha Noi Viet Nam,856-512-4758,
Duong,Huy,Alison_Stewart@hcmut.edu.vn,1940280,Game development,FME,Cau Giay Ha Noi Viet Nam,295-270-4711,
Dao Dinh,Quy,Mrs._Tracy_Ford_MD@hcmut.edu.vn,1940281,Web development,CSE,Cau Giay Ha Noi Viet Nam,735-801-5070,
Vo Ngoc,Ngoc,Cynthia_Dean@hcmut.edu.vn,1940282,Game development,SIM,Cau Giay Ha Noi Viet Nam,270-040-5312,
Vo Ngoc,Tham,Joseph_Mcdonald@hcmut.edu.vn,1940283,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,367-053-9425,
Le Van,Hai,Samuel_Calhoun@hcmut.edu.vn,1940284,UI-UX,FME,Cau Giay Ha Noi Viet Nam,625-527-9568,
Bui Quang,Thang,Kylie_Ryan@hcmut.edu.vn,1940285,System engineer,FME,Cau Giay Ha Noi Viet Nam,509-100-5848,
Le Van,Linh,Chad_Carr@hcmut.edu.vn,1940286,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,326-658-9821,
Dao Van,Linh,Jennifer_Armstrong@hcmut.edu.vn,1940287,Data engineer,FME,Cau Giay Ha Noi Viet Nam,675-584-3334,
Duong,Linh,Nicholas_Glover@hcmut.edu.vn,1940288,Web development,SIM,Cau Giay Ha Noi Viet Nam,575-137-8120,
Vo Que,Thien,Donald_Zimmerman@hcmut.edu.vn,1940289,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,959-651-1491,
Le Van,Hai,Christopher_Rhodes@hcmut.edu.vn,1940290,Web development,FME,Cau Giay Ha Noi Viet Nam,125-200-3108,
Bui Quang,Linh,Derek_Abbott@hcmut.edu.vn,1940291,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,939-535-1331,
Vo Que,Hau,Melissa_Lee@hcmut.edu.vn,1940292,Game development,D-DT,Cau Giay Ha Noi Viet Nam,197-232-0603,
Dao Van,Thanh,Joseph_Walker@hcmut.edu.vn,1940293,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,563-852-9039,
Dao Dinh,Linh,Tammy_Hicks@hcmut.edu.vn,1940294,Web development,FTE,Cau Giay Ha Noi Viet Nam,865-884-6320,
Vo Ngoc,Hai,Amanda_Barber@hcmut.edu.vn,1940295,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,400-848-9455,
Duong,Linh,Robert_Evans@hcmut.edu.vn,1940296,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,529-368-0851,
Vu Van,Duy,Maria_Reid@hcmut.edu.vn,1940297,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,187-178-3071,
Nguyen Van,Hao,Gary_Baker@hcmut.edu.vn,1940298,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,974-661-9701,
Nguyen Duc,Hau,Kimberly_Bryant@hcmut.edu.vn,1940299,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,254-315-6175,
Bui Quang,Hai,Mr._Jose_Taylor_DDS@hcmut.edu.vn,1940300,Web development,SIM,Cau Giay Ha Noi Viet Nam,389-846-8446,
Bui Quang,Hau,Regina_Mann@hcmut.edu.vn,1940301,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,168-124-1623,
Tran Van,Hau,James_Rodriguez@hcmut.edu.vn,1940302,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,795-332-5168,
Vo Ngoc,Linh,Troy_Jackson@hcmut.edu.vn,1940303,Game development,SIM,Cau Giay Ha Noi Viet Nam,379-084-3367,
Bui Quang,Huy,Mary_Hartman@hcmut.edu.vn,1940304,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,310-528-1283,
Vo Ngoc,Hao,Susan_Kramer@hcmut.edu.vn,1940305,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,831-075-5607,
Dao Dinh,Hao,Bethany_Ford@hcmut.edu.vn,1940306,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,868-587-4182,
Trinh Van,Thanh,Mary_Rowland@hcmut.edu.vn,1940307,Web development,CHE,Cau Giay Ha Noi Viet Nam,111-308-0423,
Duong,Son,Katie_Adams@hcmut.edu.vn,1940308,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,301-181-1997,
Trinh Van,Ngoc,Emily_Walker@hcmut.edu.vn,1940309,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,129-237-5760,
Duong,Thien,Jerry_Burgess@hcmut.edu.vn,1940310,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,608-045-2276,
Dao Van,Quy,Jonathan_Lewis@hcmut.edu.vn,1940311,Game development,FTE,Cau Giay Ha Noi Viet Nam,368-601-7739,
Dao Dinh,Duy,Mrs._Donna_Moore_DDS@hcmut.edu.vn,1940312,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,963-340-3806,
Tran Van,Hau,Angela_Wilson@hcmut.edu.vn,1940313,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,763-575-8778,
Tran Van,Linh,John_Pierce@hcmut.edu.vn,1940314,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,365-705-4215,
Dao Van,Ngoc,Cristian_Davis@hcmut.edu.vn,1940315,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,393-031-9726,
Bui Quang,Quy,Joseph_Hill@hcmut.edu.vn,1940316,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,470-153-5534,
Nguyen Duc,Son,Justin_Solis@hcmut.edu.vn,1940317,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,918-062-5334,
Vo Ngoc,Linh,Emily_Caldwell@hcmut.edu.vn,1940318,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,699-181-6172,
Nguyen Duc,Thanh,Kristen_Vega@hcmut.edu.vn,1940319,Game development,GEOPET,Cau Giay Ha Noi Viet Nam,475-472-7033,
Vo Ngoc,Quy,Steven_Martin@hcmut.edu.vn,1940320,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,474-647-5151,
Nguyen Van,Hai,William_Williamson@hcmut.edu.vn,1940321,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,242-705-8715,
Tran Van,Tham,Zachary_Vance@hcmut.edu.vn,1940322,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,388-618-1600,
Trinh Van,Duy,Jason_Campos@hcmut.edu.vn,1940323,Game development,FTE,Cau Giay Ha Noi Viet Nam,271-608-5968,
Le Van,Quy,Nicole_Bond@hcmut.edu.vn,1940324,Game development,FCE,Cau Giay Ha Noi Viet Nam,183-116-0574,
Dao Dinh,Thien,Melissa_Johnson@hcmut.edu.vn,1940325,Game development,SIM,Cau Giay Ha Noi Viet Nam,353-276-5930,
Nguyen Duc,Hau,David_Stone@hcmut.edu.vn,1940326,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,138-224-3823,
Le Van,Duy,Stephen_Kennedy@hcmut.edu.vn,1940327,Data engineer,FME,Cau Giay Ha Noi Viet Nam,142-118-9934,
Vo Ngoc,Ngoc,Rebecca_Mcconnell@hcmut.edu.vn,1940328,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,193-347-7659,
Le Van,Ngoc,Tony_Hart@hcmut.edu.vn,1940329,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,747-137-5374,
Vu Van,Son,Emily_Pena@hcmut.edu.vn,1940330,System engineer,CSE,Cau Giay Ha Noi Viet Nam,819-801-1626,
Bui Quang,Hau,Mary_Glover@hcmut.edu.vn,1940331,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,764-868-3124,
Le Van,Hao,Kristen_Walsh@hcmut.edu.vn,1940332,Web development,FTE,Cau Giay Ha Noi Viet Nam,659-407-8655,
Vu Van,Duy,Michael_Maldonado@hcmut.edu.vn,1940333,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,561-481-7416,
Tran Van,Son,Lauren_Cole@hcmut.edu.vn,1940334,UI-UX,D-DT,Cau Giay Ha Noi Viet Nam,236-072-0159,
Vu Van,Tham,Robin_Bean@hcmut.edu.vn,1940335,Game development,CHE,Cau Giay Ha Noi Viet Nam,794-154-8641,
Dao Van,Hai,Adam_Hayden@hcmut.edu.vn,1940336,Data engineer,FCE,Cau Giay Ha Noi Viet Nam,795-731-1207,
Tran Van,Quy,Jeffrey_Bennett@hcmut.edu.vn,1940337,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,686-243-2104,
Vo Ngoc,Quy,Derek_Moss@hcmut.edu.vn,1940338,System engineer,FME,Cau Giay Ha Noi Viet Nam,555-146-6242,
Duong,Huy,Adam_Cruz@hcmut.edu.vn,1940339,System engineer,FCE,Cau Giay Ha Noi Viet Nam,110-856-5811,
Trinh Van,Duy,Jennifer_Hickman@hcmut.edu.vn,1940340,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,506-123-3343,
Le Van,Ngoc,Kathleen_Reyes@hcmut.edu.vn,1940341,Embedded c++,D-DT,Cau Giay Ha Noi Viet Nam,418-615-4457,
Bui Quang,Son,Amy_Galloway@hcmut.edu.vn,1940342,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,163-707-8949,
Tran Van,Hao,Leslie_Williams@hcmut.edu.vn,1940343,Game development,FTE,Cau Giay Ha Noi Viet Nam,941-446-6010,
Nguyen Van,Hau,Caroline_Miller@hcmut.edu.vn,1940344,Game development,CHE,Cau Giay Ha Noi Viet Nam,806-027-4775,
Vo Ngoc,Hao,Mary_Wilson@hcmut.edu.vn,1940345,Data engineer,SIM,Cau Giay Ha Noi Viet Nam,880-682-7234,
Bui Quang,Son,Alyssa_Cobb@hcmut.edu.vn,1940346,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,587-241-9818,
Dao Van,Hai,Deanna_Gregory@hcmut.edu.vn,1940347,UI-UX,CHE,Cau Giay Ha Noi Viet Nam,541-728-6347,
Le Huu,Thien,John_Jimenez@hcmut.edu.vn,1940348,Data engineer,GEOPET,Cau Giay Ha Noi Viet Nam,627-352-6984,
Le Van,Linh,Angela_Allen@hcmut.edu.vn,1940349,Game development,FME,Cau Giay Ha Noi Viet Nam,693-427-6213,
Vo Ngoc,Quy,Tonya_Reyes@hcmut.edu.vn,1940350,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,219-333-1919,
Le Huu,Quy,Jennifer_Jackson@hcmut.edu.vn,1940351,Web development,GEOPET,Cau Giay Ha Noi Viet Nam,390-832-0378,
Dao Van,Son,Jordan_Knight@hcmut.edu.vn,1940352,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,263-010-2512,
Bui Quang,Thanh,Robert_Ray@hcmut.edu.vn,1940353,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,932-432-0655,
Le Van,Ngoc,Rachel_Lloyd@hcmut.edu.vn,1940354,UI-UX,CSE,Cau Giay Ha Noi Viet Nam,733-205-1345,
Le Huu,Linh,Megan_Perry@hcmut.edu.vn,1940355,Game development,CHE,Cau Giay Ha Noi Viet Nam,238-383-9842,
Nguyen Van,Huy,Jacob_Burke@hcmut.edu.vn,1940356,Embedded c++,FME,Cau Giay Ha Noi Viet Nam,198-635-7087,
Vu Van,Thang,Benjamin_Smith@hcmut.edu.vn,1940357,Data engineer,CHE,Cau Giay Ha Noi Viet Nam,610-673-5810,
Dao Dinh,Hai,Lisa_Robinson@hcmut.edu.vn,1940358,Web development,FME,Cau Giay Ha Noi Viet Nam,478-316-3154,
Le Van,Tham,Kristen_Martin@hcmut.edu.vn,1940359,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,536-728-2985,
Vu Van,Tham,Michelle_Rodriguez@hcmut.edu.vn,1940360,UI-UX,GEOPET,Cau Giay Ha Noi Viet Nam,710-036-6492,
Bui Quang,Linh,Amber_Vasquez@hcmut.edu.vn,1940361,Web development,FTE,Cau Giay Ha Noi Viet Nam,951-628-8599,
Nguyen Van,Thang,Joanna_Johns@hcmut.edu.vn,1940362,Embedded c++,GEOPET,Cau Giay Ha Noi Viet Nam,426-736-7160,
Dao Dinh,Quy,Danielle_Bowman@hcmut.edu.vn,1940363,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,844-404-9649,
Dao Dinh,Thien,Jessica_Smith@hcmut.edu.vn,1940364,Embedded c++,FTE,Cau Giay Ha Noi Viet Nam,266-887-3662,
Bui Quang,Quy,Carla_Parks@hcmut.edu.vn,1940365,Game development,CSE,Cau Giay Ha Noi Viet Nam,671-147-1219,
Le Van,Quy,Shaun_Cohen@hcmut.edu.vn,1940366,Game development,FME,Cau Giay Ha Noi Viet Nam,985-326-0247,
Bui Quang,Quy,Erica_Mclean@hcmut.edu.vn,1940367,Embedded c++,CHE,Cau Giay Ha Noi Viet Nam,506-863-8096,
Tran Van,Quy,Lori_Williams@hcmut.edu.vn,1940368,System engineer,D-DT,Cau Giay Ha Noi Viet Nam,309-528-4805,
Bui Quang,Huy,Victoria_Hernandez@hcmut.edu.vn,1940369,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,819-612-1032,
Vo Ngoc,Huy,Jasmine_Shah@hcmut.edu.vn,1940370,Web development,CSE,Cau Giay Ha Noi Viet Nam,642-327-2686,
Nguyen Duc,Linh,Cindy_Wilson@hcmut.edu.vn,1940371,Game development,FME,Cau Giay Ha Noi Viet Nam,263-607-4318,
Nguyen Duc,Huy,Renee_Bennett@hcmut.edu.vn,1940372,Game development,FME,Cau Giay Ha Noi Viet Nam,154-264-0730,
Vu Van,Linh,Christopher_Craig@hcmut.edu.vn,1940373,Game development,FME,Cau Giay Ha Noi Viet Nam,722-135-9033,
Vo Que,Son,Kelly_Nichols@hcmut.edu.vn,1940374,Game development,FME,Cau Giay Ha Noi Viet Nam,416-400-7629,
Vo Que,Thanh,Robert_Simmons@hcmut.edu.vn,1940375,System engineer,GEOPET,Cau Giay Ha Noi Viet Nam,672-205-7659,
Le Huu,Thanh,Garrett_Hardy@hcmut.edu.vn,1940376,Embedded c++,FCE,Cau Giay Ha Noi Viet Nam,878-163-0210,
Nguyen Van,Linh,Wendy_Holmes@hcmut.edu.vn,1940377,UI-UX,SIM,Cau Giay Ha Noi Viet Nam,787-855-5453,
Tran Van,Son,Erica_Sanders@hcmut.edu.vn,1940378,Web development,CHE,Cau Giay Ha Noi Viet Nam,661-647-8776,
Dao Dinh,Huy,Desiree_Strickland@hcmut.edu.vn,1940379,Data engineer,FME,Cau Giay Ha Noi Viet Nam,700-377-9412,
Vo Ngoc,Thien,Justin_Freeman@hcmut.edu.vn,1940380,Data engineer,FTE,Cau Giay Ha Noi Viet Nam,686-824-9650,
Dao Dinh,Son,Emily_Harris@hcmut.edu.vn,1940381,Embedded c++,SIM,Cau Giay Ha Noi Viet Nam,392-111-5842,
Bui Quang,Thanh,Ryan_Zhang@hcmut.edu.vn,1940382,System engineer,SIM,Cau Giay Ha Noi Viet Nam,491-721-1066,
Dao Van,Quy,Eric_Stark@hcmut.edu.vn,1940383,Web development,SIM,Cau Giay Ha Noi Viet Nam,175-551-4934,
Bui Quang,Thanh,Brandon_Young@hcmut.edu.vn,1940384,System engineer,CHE,Cau Giay Ha Noi Viet Nam,192-600-7961,
Le Van,Huy,Amy_Ray@hcmut.edu.vn,1940385,Game development,FME,Cau Giay Ha Noi Viet Nam,111-555-4740,
Le Van,Duy,Teresa_Wilkinson@hcmut.edu.vn,1940386,Embedded c++,CSE,Cau Giay Ha Noi Viet Nam,447-553-4876,
Vu Van,Son,Jennifer_Thompson@hcmut.edu.vn,1940387,Data engineer,D-DT,Cau Giay Ha Noi Viet Nam,446-482-1261,
